OperationIndex,OperationDuration
500,2
501,2
502,1
503,3
504,2
505,1
506,5
507,3
508,6
509,3
510,2
511,1
512,5
513,4
514,1
515,1
516,1
517,3
518,9
519,1
520,2
521,1
522,7
523,4
524,4
525,1
526,1
527,1
528,1
529,4
530,3
531,16
532,11
533,2
534,3
535,6
536,4
537,1
538,1
539,1
540,6
541,2
542,1
543,2
544,2
545,1
546,1
547,2
548,1
549,3
550,1
551,4
552,2
553,2
554,4
555,1
556,1
557,1
558,3
559,2
560,2
561,1
562,1
563,1
564,1
565,2
566,1
567,1
568,5
569,1
570,1
571,3
572,1
573,2
574,4
575,6
576,1
577,5
578,1
579,1
580,1
581,8
582,1
583,1
584,2
585,1
586,1
587,1
588,1
589,1
590,1
591,2
592,1
593,1
594,5
595,1
596,2
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,2
610,1
611,3
612,2
613,1
614,4
615,5
616,1
617,1
618,3
619,3
620,1
621,1
622,1
623,1
624,2
625,1
626,1
627,3
628,1
629,1
630,2
631,5
632,1
633,2
634,1
635,1
636,2
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,4
646,2
647,2
648,3
649,1
650,1
651,2
652,2
653,3
654,1
655,1
656,1
657,1
658,2
659,2
660,1
661,9
662,2
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,5
672,1
673,1
674,1
675,8
676,1
677,1
678,7
679,4
680,3
681,1
682,1
683,2
684,5
685,2
686,2
687,1
688,3
689,1
690,1
691,1
692,1
693,1
694,1
695,2
696,1
697,2
698,1
699,1
700,2
701,1
702,1
703,1
704,1
705,9
706,1
707,3
708,1
709,2
710,3
711,2
712,1
713,1
714,1
715,5
716,4
717,7
718,1
719,3
720,6
721,1
722,1
723,3
724,2
725,4
726,1
727,3
728,1
729,1
730,1
731,3
732,2
733,1
734,1
735,4
736,1
737,3
738,1
739,1
740,1
741,1
742,3
743,1
744,1
745,5
746,1
747,2
748,5
749,2
750,1
751,6
752,2
753,1
754,1
755,3
756,2
757,2
758,4
759,3
760,1
761,1
762,1
763,3
764,1
765,2
766,3
767,4
768,1
769,3
770,1
771,4
772,1
773,1
774,3
775,1
776,1
777,3
778,3
779,2
780,2
781,2
782,1
783,1
784,1
785,5
786,2
787,1
788,1
789,6
790,1
791,2
792,1
793,2
794,1
795,4
796,5
797,2
798,2
799,5
800,2
801,1
802,2
803,2
804,1
805,3
806,5
807,5
808,1
809,1
810,8
811,4
812,1
813,5
814,4
815,1
816,2
817,1
818,1
819,1
820,3
821,1
822,1
823,1
824,2
825,5
826,1
827,1
828,3
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,5
837,1
838,2
839,2
840,1
841,2
842,1
843,6
844,1
845,1
846,1
847,12
848,1
849,2
850,1
851,3
852,1
853,5
854,1
855,1
856,1
857,1
858,2
859,1
860,3
861,1
862,1
863,1
864,1
865,2
866,1
867,1
868,4
869,6
870,1
871,1
872,2
873,1
874,1
875,1
876,3
877,2
878,1
879,1
880,1
881,2
882,1
883,1
884,3
885,1
886,2
887,1
888,1
889,1
890,3
891,4
892,4
893,1
894,2
895,1
896,1
897,5
898,1
899,1
900,1
901,1
902,1
903,2
904,1
905,4
906,3
907,1
908,1
909,1
910,2
911,1
912,2
913,1
914,2
915,1
916,1
917,6
918,3
919,1
920,4
921,1
922,4
923,3
924,1
925,1
926,1
927,2
928,2
929,1
930,1
931,4
932,8
933,1
934,1
935,1
936,1
937,5
938,1
939,2
940,1
941,2
942,2
943,4
944,1
945,1
946,1
947,5
948,4
949,2
950,2
951,2
952,1
953,5
954,1
955,1
956,1
957,1
958,1
959,3
960,1
961,2
962,1
963,1
964,1
965,1
966,3
967,1
968,2
969,1
970,2
971,6
972,3
973,1
974,1
975,1
976,2
977,1
978,1
979,2
980,1
981,3
982,1
983,1
984,3
985,1
986,2
987,1
988,1
989,3
990,3
991,2
992,1
993,2
994,1
995,1
996,5
997,1
998,6
999,1
1000,1
1001,2
1002,4
1003,3
1004,3
1005,2
1006,2
1007,4
1008,1
1009,1
1010,1
1011,9
1012,6
1013,1
1014,2
1015,5
1016,1
1017,2
1018,5
1019,1
1020,2
1021,1
1022,5
1023,7
1024,6
1025,1
1026,4
1027,4
1028,1
1029,4
1030,1
1031,2
1032,1
1033,1
1034,1
1035,2
1036,1
1037,3
1038,1
1039,1
1040,2
1041,3
1042,1
1043,2
1044,4
1045,2
1046,1
1047,1
1048,4
1049,1
1050,4
1051,2
1052,6
1053,3
1054,12
1055,1
1056,3
1057,1
1058,1
1059,2
1060,4
1061,8
1062,3
1063,1
1064,1
1065,3
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,9
1075,1
1076,1
1077,2
1078,1
1079,6
1080,3
1081,1
1082,1
1083,4
1084,6
1085,1
1086,2
1087,1
1088,9
1089,1
1090,6
1091,2
1092,2
1093,1
1094,1
1095,1
1096,1
1097,1
1098,3
1099,1
1100,1
1101,7
1102,4
1103,5
1104,11
1105,1
1106,1
1107,3
1108,2
1109,1
1110,3
1111,1
1112,1
1113,2
1114,2
1115,2
1116,1
1117,4
1118,1
1119,1
1120,4
1121,6
1122,4
1123,3
1124,2
1125,2
1126,1
1127,1
1128,1
1129,1
1130,3
1131,1
1132,1
1133,1
1134,2
1135,1
1136,4
1137,1
1138,1
1139,2
1140,3
1141,1
1142,2
1143,2
1144,1
1145,4
1146,3
1147,2
1148,4
1149,4
1150,2
1151,4
1152,2
1153,2
1154,2
1155,3
1156,1
1157,4
1158,4
1159,1
1160,3
1161,1
1162,1
1163,3
1164,1
1165,3
1166,4
1167,1
1168,1
1169,1
1170,2
1171,8
1172,2
1173,1
1174,2
1175,2
1176,3
1177,1
1178,3
1179,2
1180,7
1181,1
1182,2
1183,5
1184,1
1185,6
1186,2
1187,1
1188,1
1189,2
1190,1
1191,2
1192,1
1193,2
1194,1
1195,4
1196,7
1197,7
1198,3
1199,1
1200,3
1201,1
1202,1
1203,1
1204,1
1205,3
1206,2
1207,1
1208,1
1209,12
1210,1
1211,1
1212,1
1213,3
1214,2
1215,1
1216,1
1217,2
1218,2
1219,1
1220,6
1221,1
1222,1
1223,6
1224,1
1225,2
1226,1
1227,1
1228,8
1229,1
1230,4
1231,1
1232,1
1233,1
1234,2
1235,1
1236,4
1237,1
1238,7
1239,1
1240,4
1241,3
1242,3
1243,4
1244,3
1245,2
1246,1
1247,1
1248,5
1249,2
1250,3
1251,1
1252,1
1253,1
1254,2
1255,1
1256,1
1257,1
1258,1
1259,2
1260,1
1261,3
1262,1
1263,1
1264,1
1265,1
1266,1
1267,1
1268,2
1269,1
1270,2
1271,4
1272,3
1273,1
1274,1
1275,1
1276,1
1277,9
1278,1
1279,1
1280,2
1281,2
1282,2
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,2
1293,2
1294,3
1295,1
1296,1
1297,1
1298,2
1299,2
1300,1
1301,6
1302,1
1303,2
1304,2
1305,4
1306,3
1307,3
1308,1
1309,3
1310,1
1311,5
1312,2
1313,3
1314,1
1315,2
1316,1
1317,3
1318,1
1319,1
1320,1
1321,1
1322,4
1323,1
1324,7
1325,1
1326,1
1327,3
1328,2
1329,1
1330,2
1331,3
1332,1
1333,11
1334,7
1335,2
1336,1
1337,2
1338,1
1339,1
1340,1
1341,1
1342,4
1343,3
1344,3
1345,1
1346,1
1347,1
1348,9
1349,1
1350,4
1351,2
1352,1
1353,3
1354,1
1355,4
1356,5
1357,1
1358,1
1359,2
1360,5
1361,1
1362,2
1363,2
1364,3
1365,1
1366,3
1367,5
1368,1
1369,1
1370,7
1371,1
1372,4
1373,1
1374,1
1375,4
1376,1
1377,1
1378,1
1379,2
1380,1
1381,1
1382,7
1383,1
1384,2
1385,1
1386,3
1387,1
1388,7
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,4
1396,1
1397,1
1398,2
1399,2
1400,1
1401,1
1402,1
1403,3
1404,2
1405,1
1406,4
1407,3
1408,2
1409,4
1410,1
1411,1
1412,1
1413,1
1414,2
1415,6
1416,1
1417,1
1418,1
1419,5
1420,1
1421,1
1422,1
1423,1
1424,9
1425,7
1426,1
1427,6
1428,2
1429,4
1430,1
1431,1
1432,1
1433,2
1434,1
1435,1
1436,1
1437,2
1438,1
1439,2
1440,7
1441,1
1442,2
1443,1
1444,4
1445,1
1446,2
1447,4
1448,6
1449,2
1450,1
1451,2
1452,4
1453,2
1454,1
1455,5
1456,2
1457,2
1458,1
1459,2
1460,1
1461,2
1462,1
1463,2
1464,15
1465,1
1466,8
1467,1
1468,4
1469,3
1470,2
1471,3
1472,4
1473,1
1474,1
1475,2
1476,3
1477,3
1478,3
1479,1
1480,3
1481,1
1482,2
1483,1
1484,1
1485,1
1486,1
1487,2
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,2
1495,2
1496,2
1497,1
1498,1
1499,4
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,2
1507,2
1508,2
1509,3
1510,3
1511,3
1512,6
1513,1
1514,1
1515,1
1516,2
1517,5
1518,1
1519,5
1520,1
1521,5
1522,1
1523,1
1524,1
1525,1
1526,1
1527,1
1528,3
1529,2
1530,1
1531,2
1532,3
1533,1
1534,1
1535,1
1536,1
1537,2
1538,1
1539,1
1540,2
1541,1
1542,2
1543,1
1544,7
1545,1
1546,3
1547,2
1548,1
1549,2
1550,6
1551,2
1552,3
1553,4
1554,1
1555,1
1556,2
1557,1
1558,4
1559,5
1560,1
1561,1
1562,3
1563,1
1564,3
1565,1
1566,2
1567,1
1568,2
1569,1
1570,2
1571,1
1572,3
1573,4
1574,1
1575,1
1576,1
1577,2
1578,2
1579,2
1580,1
1581,1
1582,2
1583,1
1584,9
1585,1
1586,2
1587,1
1588,1
1589,3
1590,2
1591,9
1592,1
1593,1
1594,3
1595,2
1596,1
1597,1
1598,1
1599,4
1600,1
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,3
1608,1
1609,2
1610,4
1611,2
1612,2
1613,1
1614,1
1615,2
1616,10
1617,2
1618,2
1619,3
1620,1
1621,1
1622,2
1623,6
1624,1
1625,2
1626,1
1627,2
1628,1
1629,1
1630,3
1631,1
1632,2
1633,3
1634,5
1635,1
1636,1
1637,1
1638,10
1639,5
1640,2
1641,4
1642,1
1643,2
1644,1
1645,3
1646,1
1647,3
1648,3
1649,2
1650,1
1651,1
1652,1
1653,1
1654,1
1655,6
1656,2
1657,1
1658,1
1659,1
1660,2
1661,1
1662,5
1663,1
1664,10
1665,4
1666,1
1667,5
1668,1
1669,3
1670,1
1671,4
1672,4
1673,3
1674,3
1675,1
1676,1
1677,1
1678,1
1679,2
1680,1
1681,7
1682,2
1683,3
1684,1
1685,4
1686,5
1687,1
1688,2
1689,3
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,7
1699,2
1700,7
1701,1
1702,1
1703,1
1704,1
1705,1
1706,2
1707,1
1708,2
1709,2
1710,1
1711,1
1712,3
1713,1
1714,1
1715,11
1716,1
1717,2
1718,8
1719,1
1720,1
1721,1
1722,1
1723,1
1724,2
1725,1
1726,1
1727,11
1728,3
1729,2
1730,1
1731,2
1732,1
1733,1
1734,1
1735,4
1736,1
1737,1
1738,1
1739,1
1740,4
1741,3
1742,3
1743,1
1744,1
1745,1
1746,1
1747,1
1748,3
1749,1
1750,2
1751,1
1752,1
1753,1
1754,7
1755,3
1756,6
1757,1
1758,1
1759,2
1760,1
1761,4
1762,1
1763,1
1764,1
1765,1
1766,3
1767,1
1768,1
1769,1
1770,1
1771,3
1772,4
1773,6
1774,3
1775,1
1776,2
1777,1
1778,1
1779,4
1780,1
1781,5
1782,1
1783,2
1784,2
1785,5
1786,2
1787,2
1788,1
1789,1
1790,1
1791,3
1792,1
1793,2
1794,1
1795,1
1796,3
1797,1
1798,1
1799,1
1800,6
1801,3
1802,1
1803,1
1804,1
1805,3
1806,2
1807,1
1808,1
1809,1
1810,2
1811,3
1812,1
1813,1
1814,1
1815,7
1816,1
1817,3
1818,2
1819,1
1820,1
1821,1
1822,2
1823,3
1824,2
1825,2
1826,1
1827,7
1828,3
1829,1
1830,8
1831,2
1832,2
1833,3
1834,3
1835,2
1836,1
1837,1
1838,5
1839,1
1840,1
1841,1
1842,1
1843,2
1844,6
1845,1
1846,1
1847,1
1848,4
1849,2
1850,1
1851,3
1852,4
1853,4
1854,5
1855,1
1856,3
1857,1
1858,4
1859,3
1860,3
1861,2
1862,1
1863,2
1864,8
1865,6
1866,1
1867,1
1868,1
1869,3
1870,3
1871,1
1872,1
1873,4
1874,3
1875,2
1876,2
1877,1
1878,1
1879,2
1880,2
1881,4
1882,2
1883,3
1884,1
1885,1
1886,1
1887,1
1888,3
1889,10
1890,1
1891,1
1892,3
1893,1
1894,2
1895,3
1896,2
1897,1
1898,1
1899,3
1900,2
1901,1
1902,3
1903,1
1904,3
1905,1
1906,6
1907,1
1908,1
1909,1
1910,1
1911,4
1912,11
1913,1
1914,1
1915,3
1916,4
1917,2
1918,1
1919,1
1920,2
1921,1
1922,2
1923,1
1924,3
1925,1
1926,2
1927,1
1928,2
1929,1
1930,2
1931,2
1932,2
1933,2
1934,2
1935,3
1936,1
1937,3
1938,1
1939,1
1940,1
1941,1
1942,3
1943,2
1944,3
1945,1
1946,1
1947,1
1948,1
1949,1
1950,1
1951,1
1952,2
1953,3
1954,13
1955,5
1956,2
1957,1
1958,2
1959,3
1960,1
1961,1
1962,4
1963,1
1964,2
1965,2
1966,1
1967,1
1968,1
1969,1
1970,1
1971,4
1972,1
1973,1
1974,1
1975,6
1976,1
1977,1
1978,4
1979,4
1980,1
1981,3
1982,1
1983,1
1984,1
1985,1
1986,3
1987,1
1988,1
1989,3
1990,3
1991,1
1992,2
1993,1
1994,3
1995,2
1996,6
1997,1
1998,1
1999,1
2000,1
2001,1
2002,5
2003,1
2004,1
2005,3
2006,1
2007,3
2008,1
2009,1
2010,1
2011,1
2012,5
2013,1
2014,2
2015,1
2016,1
2017,5
2018,1
2019,2
2020,7
2021,2
2022,6
2023,1
2024,1
2025,1
2026,3
2027,8
2028,1
2029,2
2030,1
2031,2
2032,1
2033,7
2034,2
2035,1
2036,1
2037,1
2038,1
2039,1
2040,4
2041,2
2042,1
2043,1
2044,4
2045,3
2046,1
2047,2
2048,2
2049,1
2050,1
2051,1
2052,1
2053,6
2054,4
2055,2
2056,1
2057,1
2058,2
2059,2
2060,1
2061,1
2062,3
2063,1
2064,1
2065,3
2066,1
2067,1
2068,1
2069,1
2070,3
2071,1
2072,1
2073,4
2074,4
2075,4
2076,1
2077,1
2078,8
2079,3
2080,1
2081,1
2082,1
2083,5
2084,2
2085,1
2086,1
2087,2
2088,3
2089,1
2090,3
2091,7
2092,1
2093,1
2094,1
2095,3
2096,2
2097,2
2098,3
2099,1
2100,5
2101,2
2102,1
2103,2
2104,3
2105,1
2106,4
2107,5
2108,1
2109,8
2110,1
2111,1
2112,1
2113,4
2114,2
2115,1
2116,1
2117,2
2118,1
2119,4
2120,3
2121,1
2122,7
2123,1
2124,8
2125,2
2126,2
2127,1
2128,4
2129,1
2130,1
2131,1
2132,2
2133,1
2134,3
2135,4
2136,1
2137,3
2138,1
2139,4
2140,3
2141,2
2142,2
2143,1
2144,1
2145,3
2146,1
2147,1
2148,1
2149,4
2150,1
2151,1
2152,2
2153,3
2154,1
2155,1
2156,1
2157,1
2158,1
2159,3
2160,2
2161,2
2162,1
2163,4
2164,1
2165,8
2166,2
2167,1
2168,2
2169,1
2170,2
2171,1
2172,1
2173,4
2174,1
2175,4
2176,1
2177,2
2178,2
2179,1
2180,1
2181,1
2182,1
2183,1
2184,2
2185,6
2186,4
2187,3
2188,3
2189,2
2190,1
2191,5
2192,2
2193,2
2194,1
2195,1
2196,1
2197,4
2198,2
2199,1
2200,8
2201,1
2202,1
2203,1
2204,3
2205,5
2206,1
2207,4
2208,1
2209,5
2210,3
2211,3
2212,1
2213,7
2214,3
2215,1
2216,4
2217,1
2218,4
2219,1
2220,2
2221,2
2222,1
2223,1
2224,1
2225,1
2226,1
2227,2
2228,1
2229,1
2230,3
2231,1
2232,5
2233,4
2234,2
2235,2
2236,4
2237,1
2238,1
2239,1
2240,3
2241,1
2242,2
2243,11
2244,4
2245,1
2246,1
2247,4
2248,2
2249,1
2250,1
2251,5
2252,2
2253,4
2254,4
2255,2
2256,1
2257,1
2258,1
2259,1
2260,3
2261,2
2262,4
2263,1
2264,2
2265,2
2266,2
2267,2
2268,1
2269,1
2270,1
2271,1
2272,1
2273,2
2274,6
2275,2
2276,3
2277,1
2278,2
2279,1
2280,1
2281,1
2282,1
2283,1
2284,1
2285,1
2286,7
2287,1
2288,1
2289,1
2290,2
2291,1
2292,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,1
2299,1
2300,3
2301,2
2302,1
2303,1
2304,5
2305,1
2306,1
2307,2
2308,1
2309,1
2310,1
2311,4
2312,1
2313,2
2314,10
2315,1
2316,1
2317,1
2318,1
2319,1
2320,5
2321,3
2322,2
2323,1
2324,3
2325,6
2326,3
2327,1
2328,2
2329,1
2330,1
2331,1
2332,2
2333,2
2334,1
2335,1
2336,1
2337,1
2338,1
2339,1
2340,3
2341,1
2342,1
2343,1
2344,6
2345,2
2346,2
2347,1
2348,2
2349,1
2350,2
2351,5
2352,2
2353,4
2354,3
2355,1
2356,5
2357,1
2358,2
2359,1
2360,1
2361,1
2362,1
2363,1
2364,2
2365,1
2366,1
2367,2
2368,1
2369,3
2370,2
2371,4
2372,2
2373,1
2374,2
2375,1
2376,1
2377,3
2378,1
2379,3
2380,3
2381,4
2382,5
2383,1
2384,1
2385,2
2386,1
2387,2
2388,2
2389,2
2390,1
2391,1
2392,1
2393,1
2394,4
2395,1
2396,1
2397,1
2398,2
2399,2
2400,1
2401,1
2402,1
2403,1
2404,2
2405,2
2406,1
2407,1
2408,9
2409,1
2410,2
2411,1
2412,1
2413,1
2414,1
2415,7
2416,1
2417,1
2418,1
2419,1
2420,1
2421,1
2422,3
2423,1
2424,1
2425,5
2426,1
2427,6
2428,1
2429,4
2430,2
2431,4
2432,8
2433,1
2434,6
2435,1
2436,1
2437,1
2438,2
2439,1
2440,2
2441,2
2442,3
2443,4
2444,1
2445,1
2446,1
2447,1
2448,1
2449,1
2450,1
2451,7
2452,2
2453,1
2454,2
2455,1
2456,1
2457,2
2458,1
2459,1
2460,10
2461,4
2462,2
2463,2
2464,2
2465,1
2466,1
2467,1
2468,1
2469,2
2470,1
2471,7
2472,5
2473,3
2474,2
2475,4
2476,1
2477,3
2478,1
2479,3
2480,1
2481,4
2482,6
2483,1
2484,1
2485,8
2486,1
2487,4
2488,2
2489,1
2490,1
2491,1
2492,3
2493,1
2494,1
2495,1
2496,2
2497,4
2498,8
2499,1
2500,4
2501,3
2502,2
2503,6
2504,1
2505,1
2506,4
2507,1
2508,4
2509,4
2510,1
2511,4
2512,1
2513,1
2514,2
2515,5
2516,1
2517,1
2518,2
2519,3
2520,2
2521,1
2522,1
2523,1
2524,3
2525,1
2526,1
2527,6
2528,1
2529,12
2530,2
2531,4
2532,1
2533,1
2534,3
2535,4
2536,3
2537,1
2538,3
2539,3
2540,2
2541,3
2542,4
2543,2
2544,1
2545,1
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,3
2553,6
2554,1
2555,6
2556,1
2557,1
2558,1
2559,1
2560,3
2561,2
2562,1
2563,1
2564,1
2565,1
2566,1
2567,1
2568,3
2569,5
2570,1
2571,5
2572,1
2573,1
2574,1
2575,2
2576,8
2577,2
2578,1
2579,2
2580,1
2581,4
2582,1
2583,1
2584,2
2585,2
2586,1
2587,2
2588,1
2589,3
2590,3
2591,3
2592,2
2593,1
2594,1
2595,3
2596,1
2597,1
2598,1
2599,1
2600,2
2601,1
2602,3
2603,1
2604,1
2605,1
2606,1
2607,1
2608,2
2609,1
2610,4
2611,1
2612,1
2613,3
2614,1
2615,1
2616,1
2617,1
2618,4
2619,1
2620,3
2621,4
2622,1
2623,5
2624,1
2625,7
2626,1
2627,2
2628,1
2629,1
2630,2
2631,2
2632,1
2633,1
2634,2
2635,2
2636,7
2637,3
2638,6
2639,2
2640,1
2641,1
2642,3
2643,2
2644,1
2645,1
2646,6
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,3
2655,1
2656,3
2657,4
2658,1
2659,2
2660,1
2661,4
2662,1
2663,2
2664,2
2665,1
2666,1
2667,2
2668,3
2669,1
2670,2
2671,1
2672,2
2673,1
2674,4
2675,1
2676,1
2677,1
2678,1
2679,1
2680,1
2681,4
2682,1
2683,1
2684,1
2685,1
2686,1
2687,1
2688,1
2689,1
2690,2
2691,2
2692,1
2693,1
2694,7
2695,1
2696,2
2697,1
2698,3
2699,3
2700,1
2701,7
2702,1
2703,1
2704,3
2705,3
2706,1
2707,1
2708,1
2709,1
2710,3
2711,1
2712,1
2713,1
2714,1
2715,1
2716,2
2717,7
2718,4
2719,1
2720,5
2721,3
2722,3
2723,1
2724,1
2725,1
2726,1
2727,1
2728,1
2729,1
2730,3
2731,1
2732,1
2733,6
2734,6
2735,3
2736,9
2737,2
2738,7
2739,1
2740,1
2741,1
2742,1
2743,1
2744,2
2745,3
2746,2
2747,1
2748,3
2749,2
2750,1
2751,2
2752,1
2753,1
2754,5
2755,1
2756,1
2757,4
2758,2
2759,1
2760,1
2761,1
2762,2
2763,1
2764,1
2765,6
2766,2
2767,1
2768,1
2769,2
2770,1
2771,1
2772,3
2773,1
2774,2
2775,1
2776,1
2777,1
2778,1
2779,1
2780,1
2781,4
2782,8
2783,3
2784,4
2785,1
2786,6
2787,1
2788,6
2789,11
2790,2
2791,8
2792,2
2793,1
2794,1
2795,2
2796,1
2797,2
2798,8
2799,1
2800,3
2801,5
2802,6
2803,6
2804,1
2805,8
2806,3
2807,1
2808,1
2809,3
2810,1
2811,2
2812,2
2813,1
2814,2
2815,3
2816,1
2817,1
2818,1
2819,1
2820,5
2821,1
2822,2
2823,1
2824,1
2825,4
2826,3
2827,1
2828,1
2829,1
2830,1
2831,2
2832,1
2833,1
2834,1
2835,5
2836,10
2837,1
2838,3
2839,1
2840,1
2841,3
2842,5
2843,6
2844,2
2845,1
2846,3
2847,1
2848,2
2849,1
2850,2
2851,1
2852,1
2853,5
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,4
2861,1
2862,6
2863,2
2864,1
2865,2
2866,1
2867,3
2868,1
2869,1
2870,4
2871,6
2872,4
2873,1
2874,3
2875,1
2876,1
2877,1
2878,2
2879,1
2880,1
2881,4
2882,1
2883,1
2884,1
2885,6
2886,1
2887,1
2888,3
2889,4
2890,1
2891,2
2892,3
2893,2
2894,1
2895,4
2896,2
2897,1
2898,1
2899,1
2900,1
2901,3
2902,1
2903,1
2904,1
2905,1
2906,7
2907,1
2908,1
2909,1
2910,1
2911,1
2912,3
2913,7
2914,1
2915,2
2916,3
2917,4
2918,1
2919,1
2920,1
2921,2
2922,3
2923,1
2924,1
2925,5
2926,3
2927,8
2928,3
2929,1
2930,2
2931,2
2932,1
2933,2
2934,2
2935,1
2936,3
2937,2
2938,6
2939,1
2940,1
2941,2
2942,1
2943,3
2944,3
2945,1
2946,1
2947,1
2948,1
2949,5
2950,4
2951,2
2952,3
2953,1
2954,5
2955,2
2956,3
2957,4
2958,1
2959,3
2960,1
2961,1
2962,1
2963,8
2964,4
2965,2
2966,3
2967,2
2968,6
2969,1
2970,1
2971,1
2972,3
2973,3
2974,1
2975,1
2976,4
2977,1
2978,2
2979,7
2980,1
2981,1
2982,2
2983,3
2984,2
2985,7
2986,1
2987,1
2988,3
2989,4
2990,1
2991,3
2992,2
2993,1
