OperationIndex,OperationDuration
398,7
399,7
400,1
401,12
402,4
403,9
404,2
405,11
406,2
407,1
408,12
409,1
410,2
411,15
412,15
413,4
414,5
415,3
416,2
417,2
418,6
419,7
420,8
421,8
422,1
423,3
424,1
425,4
426,3
427,11
428,2
429,1
430,1
431,7
432,5
433,1
434,1
435,6
436,1
437,9
438,6
439,1
440,1
441,22
442,2
443,2
444,8
445,15
446,21
447,7
448,2
449,1
450,8
451,4
452,3
453,12
454,1
455,3
456,1
457,3
458,1
459,1
460,1
461,5
462,7
463,4
464,16
465,2
466,2
467,10
468,1
469,17
470,1
471,18
472,1
473,11
474,4
475,25
476,1
477,4
478,17
479,4
480,5
481,6
482,3
483,5
484,4
485,12
486,1
487,2
488,15
489,11
490,3
491,5
492,2
493,1
494,3
495,2
496,4
497,1
498,18
499,21
500,6
501,4
502,2
503,8
504,6
505,1
506,12
507,9
508,15
509,6
510,5
511,3
512,13
513,10
514,1
515,1
516,2
517,8
518,22
519,1
520,5
521,2
522,18
523,9
524,9
525,3
526,3
527,2
528,1
529,10
530,8
531,41
532,28
533,4
534,7
535,14
536,9
537,1
538,3
539,1
540,15
541,5
542,1
543,6
544,5
545,2
546,1
547,6
548,4
549,7
550,4
551,10
552,4
553,4
554,10
555,3
556,1
557,1
558,7
559,5
560,6
561,1
562,1
563,1
564,2
565,4
566,2
567,3
568,12
569,2
570,4
571,8
572,3
573,5
574,10
575,15
576,1
577,13
578,3
579,1
580,3
581,20
582,3
583,2
584,5
585,1
586,1
587,1
588,1
589,1
590,1
591,5
592,1
593,2
594,11
595,3
596,6
597,1
598,1
599,1
600,1
601,2
602,1
603,1
604,1
605,3
606,1
607,2
608,4
609,6
610,1
611,8
612,5
613,1
614,10
615,13
616,1
617,2
618,8
619,7
620,1
621,1
622,2
623,3
624,5
625,2
626,3
627,7
628,1
629,1
630,6
631,11
632,4
633,4
634,1
635,3
636,4
637,1
638,2
639,2
640,1
641,2
642,1
643,2
644,1
645,11
646,5
647,6
648,8
649,3
650,1
651,4
652,4
653,7
654,3
655,1
656,2
657,2
658,5
659,4
660,2
661,22
662,5
663,1
664,1
665,1
666,1
667,1
668,1
669,2
670,1
671,11
672,1
673,4
674,3
675,20
676,1
677,3
678,17
679,10
680,8
681,1
682,1
683,6
684,13
685,4
686,4
687,2
688,7
689,1
690,2
691,3
692,4
693,1
694,1
695,5
696,2
697,4
698,1
699,3
700,4
701,1
702,2
703,1
704,1
705,23
706,2
707,8
708,1
709,6
710,7
711,5
712,3
713,3
714,2
715,13
716,9
717,17
718,1
719,7
720,14
721,1
722,1
723,7
724,4
725,9
726,1
727,8
728,1
729,1
730,1
731,8
732,5
733,4
734,2
735,10
736,2
737,8
738,3
739,2
740,3
741,2
742,7
743,3
744,1
745,11
746,2
747,4
748,12
749,5
750,1
751,14
752,5
753,2
754,1
755,8
756,5
757,4
758,11
759,8
760,1
761,2
762,1
763,7
764,1
765,4
766,7
767,10
768,2
769,9
770,1
771,9
772,1
773,3
774,8
775,1
776,1
777,6
778,6
779,5
780,6
781,4
782,1
783,2
784,1
785,12
786,4
787,3
788,3
789,15
790,1
791,4
792,4
793,5
794,1
795,10
796,13
797,4
798,6
799,13
800,6
801,1
802,4
803,5
804,3
805,7
806,14
807,13
808,3
809,1
810,21
811,9
812,1
813,13
814,10
815,4
816,4
817,3
818,1
819,2
820,8
821,1
822,2
823,3
824,4
825,13
826,2
827,2
828,7
829,3
830,1
831,3
832,1
833,1
834,3
835,3
836,12
837,2
838,4
839,5
840,1
841,5
842,1
843,16
844,1
845,3
846,1
847,29
848,3
849,5
850,1
851,7
852,1
853,11
854,1
855,1
856,1
857,3
858,4
859,1
860,7
861,3
862,4
863,3
864,3
865,4
866,1
867,1
868,10
869,15
870,2
871,2
872,5
873,3
874,1
875,1
876,6
877,5
878,1
879,1
880,1
881,6
882,1
883,1
884,8
885,1
886,5
887,1
888,1
889,1
890,6
891,10
892,9
893,3
894,6
895,1
896,2
897,11
898,1
899,1
900,1
901,1
902,1
903,4
904,3
905,11
906,9
907,2
908,2
909,2
910,4
911,2
912,5
913,3
914,4
915,3
916,2
917,15
918,7
919,1
920,10
921,3
922,11
923,8
924,3
925,1
926,2
927,4
928,5
929,1
930,1
931,9
932,21
933,4
934,1
935,2
936,1
937,12
938,1
939,4
940,2
941,4
942,5
943,9
944,1
945,1
946,1
947,12
948,10
949,5
950,5
951,5
952,1
953,12
954,3
955,2
956,4
957,1
958,1
959,7
960,1
961,5
962,1
963,2
964,2
965,2
966,6
967,2
968,4
969,3
970,5
971,14
972,7
973,1
974,1
975,2
976,5
977,1
978,3
979,5
980,2
981,7
982,1
983,1
984,7
985,3
986,6
987,3
988,1
989,9
990,8
991,6
992,2
993,4
994,2
995,1
996,12
997,1
998,15
999,3
1000,1
1001,4
1002,10
1003,7
1004,8
1005,5
1006,6
1007,9
1008,1
1009,3
1010,1
1011,22
1012,14
1013,1
1014,6
1015,13
1016,1
1017,4
1018,12
1019,1
1020,6
1021,2
1022,13
1023,18
1024,14
1025,3
1026,10
1027,9
1028,2
1029,9
1030,1
1031,5
1032,1
1033,1
1034,1
1035,6
1036,2
1037,6
1038,1
1039,2
1040,4
1041,8
1042,2
1043,5
1044,11
1045,5
1046,1
1047,1
1048,10
1049,1
1050,10
1051,4
1052,14
1053,8
1054,31
1055,2
1056,7
1057,3
1058,3
1059,5
1060,10
1061,21
1062,7
1063,3
1064,3
1065,7
1066,1
1067,1
1068,2
1069,2
1070,2
1071,1
1072,1
1073,1
1074,22
1075,3
1076,2
1077,6
1078,1
1079,15
1080,8
1081,1
1082,3
1083,11
1084,14
1085,3
1086,5
1087,1
1088,24
1089,1
1090,14
1091,5
1092,5
1093,4
1094,1
1095,1
1096,1
1097,1
1098,8
1099,2
1100,1
1101,17
1102,11
1103,13
1104,26
1105,1
1106,3
1107,7
1108,6
1109,1
1110,8
1111,1
1112,1
1113,4
1114,4
1115,4
1116,1
1117,10
1118,2
1119,1
1120,11
1121,16
1122,10
1123,8
1124,5
1125,4
1126,1
1127,3
1128,2
1129,2
1130,6
1131,3
1132,1
1133,1
1134,6
1135,1
1136,10
1137,3
1138,3
1139,4
1140,9
1141,2
1142,6
1143,4
1144,2
1145,11
1146,8
1147,5
1148,10
1149,10
1150,6
1151,9
1152,6
1153,6
1154,5
1155,7
1156,1
1157,11
1158,10
1159,1
1160,9
1161,1
1162,2
1163,7
1164,1
1165,9
1166,9
1167,4
1168,1
1169,2
1170,5
1171,20
1172,5
1173,2
1174,5
1175,4
1176,8
1177,1
1178,7
1179,4
1180,16
1181,2
1182,5
1183,13
1184,1
1185,14
1186,6
1187,1
1188,2
1189,6
1190,1
1191,4
1192,2
1193,5
1194,1
1195,10
1196,18
1197,17
1198,7
1199,1
1200,7
1201,1
1202,1
1203,2
1204,3
1205,7
1206,6
1207,3
1208,2
1209,29
1210,3
1211,3
1212,1
1213,8
1214,6
1215,1
1216,1
1217,6
1218,5
1219,2
1220,15
1221,1
1222,3
1223,14
1224,3
1225,5
1226,3
1227,2
1228,21
1229,3
1230,11
1231,1
1232,1
1233,1
1234,5
1235,2
1236,10
1237,3
1238,17
1239,1
1240,10
1241,7
1242,7
1243,9
1244,7
1245,5
1246,1
1247,1
1248,13
1249,5
1250,8
1251,3
1252,1
1253,1
1254,6
1255,3
1256,1
1257,3
1258,1
1259,4
1260,2
1261,8
1262,2
1263,3
1264,1
1265,1
1266,2
1267,3
1268,5
1269,2
1270,6
1271,10
1272,8
1273,1
1274,3
1275,1
1276,1
1277,22
1278,1
1279,3
1280,5
1281,6
1282,4
1283,1
1284,2
1285,4
1286,1
1287,2
1288,1
1289,1
1290,3
1291,1
1292,4
1293,6
1294,8
1295,1
1296,1
1297,1
1298,5
1299,6
1300,1
1301,14
1302,1
1303,4
1304,6
1305,10
1306,6
1307,8
1308,2
1309,8
1310,1
1311,11
1312,4
1313,8
1314,3
1315,5
1316,4
1317,7
1318,1
1319,1
1320,1
1321,1
1322,10
1323,1
1324,19
1325,2
1326,1
1327,8
1328,5
1329,3
1330,4
1331,6
1332,1
1333,28
1334,18
1335,5
1336,1
1337,6
1338,1
1339,1
1340,1
1341,3
1342,10
1343,6
1344,7
1345,3
1346,2
1347,2
1348,22
1349,1
1350,10
1351,4
1352,3
1353,6
1354,3
1355,10
1356,12
1357,3
1358,2
1359,4
1360,12
1361,1
1362,5
1363,5
1364,7
1365,1
1366,6
1367,12
1368,1
1369,1
1370,18
1371,1
1372,10
1373,3
1374,1
1375,10
1376,3
1377,4
1378,2
1379,4
1380,1
1381,2
1382,17
1383,1
1384,5
1385,2
1386,7
1387,1
1388,18
1389,3
1390,1
1391,1
1392,1
1393,4
1394,2
1395,9
1396,3
1397,1
1398,5
1399,6
1400,1
1401,1
1402,1
1403,7
1404,5
1405,3
1406,9
1407,8
1408,4
1409,10
1410,1
1411,1
1412,2
1413,1
1414,4
1415,14
1416,1
1417,1
1418,3
1419,14
1420,2
1421,4
1422,1
1423,1
1424,22
1425,17
1426,1
1427,15
1428,5
1429,10
1430,3
1431,4
1432,3
1433,5
1434,1
1435,1
1436,2
1437,6
1438,1
1439,6
1440,18
1441,1
1442,6
1443,3
1444,10
1445,1
1446,6
1447,9
1448,14
1449,6
1450,3
1451,5
1452,10
1453,4
1454,1
1455,13
1456,6
1457,6
1458,1
1459,5
1460,3
1461,5
1462,1
1463,5
1464,37
1465,1
1466,19
1467,3
1468,10
1469,8
1470,4
1471,7
1472,11
1473,3
1474,2
1475,6
1476,8
1477,7
1478,8
1479,3
1480,9
1481,1
1482,4
1483,1
1484,2
1485,2
1486,3
1487,6
1488,2
1489,3
1490,1
1491,2
1492,1
1493,1
1494,5
1495,6
1496,5
1497,3
1498,2
1499,10
1500,4
1501,3
1502,1
1503,2
1504,2
1505,3
1506,4
1507,4
1508,5
1509,7
1510,8
1511,6
1512,16
1513,1
1514,1
1515,1
1516,5
1517,11
1518,1
1519,13
1520,1
1521,14
1522,2
1523,1
1524,3
1525,1
1526,2
1527,2
1528,8
1529,4
1530,2
1531,5
1532,6
1533,2
1534,3
1535,1
1536,1
1537,6
1538,1
1539,4
1540,6
1541,1
1542,4
1543,1
1544,16
1545,3
1546,8
1547,4
1548,1
1549,5
1550,15
1551,5
1552,9
1553,11
1554,1
1555,1
1556,5
1557,3
1558,9
1559,12
1560,2
1561,1
1562,8
1563,2
1564,9
1565,3
1566,6
1567,1
1568,5
1569,3
1570,4
1571,1
1572,7
1573,10
1574,1
1575,1
1576,1
1577,5
1578,5
1579,4
1580,1
1581,2
1582,5
1583,3
1584,22
1585,1
1586,6
1587,3
1588,3
1589,6
1590,6
1591,24
1592,1
1593,1
1594,6
1595,4
1596,2
1597,1
1598,1
1599,11
1600,1
1601,2
1602,1
1603,2
1604,1
1605,4
1606,1
1607,8
1608,1
1609,4
1610,11
1611,5
1612,4
1613,2
1614,2
1615,6
1616,26
1617,5
1618,4
1619,7
1620,3
1621,1
1622,4
1623,16
1624,1
1625,6
1626,1
1627,4
1628,1
1629,3
1630,7
1631,2
1632,5
1633,8
1634,13
1635,1
1636,3
1637,1
1638,24
1639,13
1640,4
1641,9
1642,4
1643,5
1644,1
1645,7
1646,1
1647,9
1648,8
1649,6
1650,1
1651,2
1652,2
1653,2
1654,1
1655,14
1656,4
1657,2
1658,3
1659,3
1660,5
1661,4
1662,13
1663,3
1664,24
1665,10
1666,1
1667,13
1668,1
1669,9
1670,2
1671,11
1672,10
1673,8
1674,8
1675,2
1676,1
1677,3
1678,1
1679,6
1680,2
1681,19
1682,5
1683,9
1684,1
1685,10
1686,13
1687,3
1688,5
1689,7
1690,1
1691,3
1692,3
1693,1
1694,2
1695,1
1696,1
1697,1
1698,16
1699,4
1700,17
1701,3
1702,2
1703,4
1704,3
1705,1
1706,5
1707,1
1708,5
1709,5
1710,1
1711,1
1712,8
1713,3
1714,1
1715,26
1716,1
1717,6
1718,21
1719,1
1720,1
1721,1
1722,2
1723,1
1724,6
1725,1
1726,4
1727,29
1728,8
1729,5
1730,2
1731,5
1732,4
1733,3
1734,1
1735,11
1736,3
1737,1
1738,2
1739,3
1740,9
1741,7
1742,7
1743,1
1744,3
1745,3
1746,1
1747,2
1748,7
1749,1
1750,4
1751,1
1752,1
1753,1
1754,19
1755,8
1756,16
1757,3
1758,1
1759,4
1760,3
1761,9
1762,1
1763,3
1764,1
1765,2
1766,7
1767,3
1768,2
1769,3
1770,3
1771,8
1772,11
1773,16
1774,8
1775,2
1776,6
1777,3
1778,1
1779,9
1780,1
1781,12
1782,3
1783,5
1784,5
1785,11
1786,5
1787,5
1788,1
1789,4
1790,1
1791,7
1792,4
1793,6
1794,1
1795,1
1796,6
1797,1
1798,1
1799,1
1800,16
1801,7
1802,2
1803,2
1804,2
1805,7
1806,5
1807,1
1808,1
1809,1
1810,5
1811,7
1812,2
1813,1
1814,1
1815,17
1816,2
1817,7
1818,5
1819,2
1820,1
1821,1
1822,5
1823,7
1824,5
1825,4
1826,1
1827,17
1828,8
1829,2
1830,20
1831,5
1832,4
1833,7
1834,8
1835,5
1836,1
1837,2
1838,13
1839,1
1840,2
1841,3
1842,3
1843,5
1844,14
1845,1
1846,1
1847,1
1848,11
1849,5
1850,2
1851,8
1852,10
1853,9
1854,13
1855,1
1856,7
1857,3
1858,9
1859,7
1860,7
1861,5
1862,1
1863,4
1864,21
1865,14
1866,1
1867,1
1868,1
1869,6
1870,9
1871,1
1872,4
1873,9
1874,7
1875,4
1876,4
1877,4
1878,2
1879,4
1880,6
1881,10
1882,5
1883,7
1884,1
1885,3
1886,1
1887,1
1888,6
1889,24
1890,1
1891,3
1892,8
1893,1
1894,4
1895,7
1896,5
1897,1
1898,2
1899,8
1900,4
1901,1
1902,7
1903,1
1904,7
1905,1
1906,16
1907,2
1908,2
1909,1
1910,2
1911,10
1912,28
1913,2
1914,3
1915,6
1916,11
1917,4
1918,2
1919,3
1920,6
1921,1
1922,5
1923,2
1924,8
1925,1
1926,4
1927,3
1928,5
1929,1
1930,4
1931,4
1932,4
1933,5
1934,6
1935,8
1936,2
1937,9
1938,3
1939,1
1940,1
1941,2
1942,8
1943,6
1944,8
1945,4
1946,3
1947,1
1948,2
1949,3
1950,1
1951,1
1952,5
1953,7
1954,32
1955,14
1956,5
1957,3
1958,5
1959,8
1960,1
1961,3
1962,9
1963,2
1964,4
1965,4
1966,1
1967,2
1968,2
1969,1
1970,1
1971,9
1972,2
1973,4
1974,2
1975,14
1976,2
1977,3
1978,10
1979,9
1980,1
1981,8
1982,3
1983,3
1984,1
1985,1
1986,7
1987,3
1988,3
1989,7
1990,7
1991,1
1992,5
1993,1
1994,7
1995,5
1996,16
1997,1
1998,1
1999,2
2000,2
2001,1
2002,12
2003,1
2004,2
2005,7
2006,3
2007,7
2008,1
2009,3
2010,1
2011,1
2012,12
2013,1
2014,4
2015,3
2016,2
2017,12
2018,1
2019,5
2020,17
2021,4
2022,14
2023,1
2024,3
2025,2
2026,7
2027,20
2028,1
2029,5
2030,1
2031,4
2032,3
2033,18
2034,5
2035,2
2036,1
2037,1
2038,1
2039,1
2040,10
2041,4
2042,4
2043,1
2044,10
2045,6
2046,1
2047,6
2048,4
2049,1
2050,3
2051,3
2052,1
2053,15
2054,9
2055,6
2056,3
2057,3
2058,5
2059,4
2060,1
2061,4
2062,8
2063,3
2064,1
2065,8
2066,1
2067,1
2068,1
2069,2
2070,7
2071,4
2072,1
2073,11
2074,11
2075,10
2076,1
2077,3
2078,21
2079,7
2080,1
2081,1
2082,3
2083,12
2084,4
2085,3
2086,1
2087,5
2088,9
2089,2
2090,7
2091,17
2092,1
2093,4
2094,2
2095,8
2096,4
2097,5
2098,8
2099,3
2100,12
2101,4
2102,1
2103,6
2104,8
2105,2
2106,10
2107,12
2108,2
2109,21
2110,1
2111,1
2112,1
2113,11
2114,5
2115,1
2116,3
2117,5
2118,1
2119,11
2120,8
2121,4
2122,17
2123,3
2124,21
2125,6
2126,5
2127,1
2128,11
2129,3
2130,1
2131,1
2132,4
2133,4
2134,6
2135,11
2136,1
2137,7
2138,1
2139,10
2140,9
2141,4
2142,6
2143,2
2144,3
2145,9
2146,3
2147,2
2148,3
2149,9
2150,2
2151,1
2152,6
2153,9
2154,1
2155,1
2156,1
2157,2
2158,3
2159,7
2160,5
2161,5
2162,2
2163,9
2164,3
2165,19
2166,5
2167,1
2168,6
2169,2
2170,6
2171,1
2172,1
2173,10
2174,1
2175,9
2176,2
2177,5
2178,6
2179,4
2180,2
2181,1
2182,1
2183,2
2184,5
2185,14
2186,10
2187,7
2188,8
2189,5
2190,2
2191,12
2192,6
2193,4
2194,1
2195,3
2196,3
2197,10
2198,4
2199,2
2200,19
2201,1
2202,3
2203,1
2204,7
2205,13
2206,2
2207,10
2208,2
2209,12
2210,7
2211,8
2212,1
2213,16
2214,6
2215,2
2216,9
2217,2
2218,10
2219,1
2220,6
2221,4
2222,1
2223,1
2224,1
2225,3
2226,2
2227,5
2228,2
2229,2
2230,7
2231,1
2232,12
2233,10
2234,6
2235,4
2236,11
2237,1
2238,1
2239,1
2240,8
2241,1
2242,4
2243,27
2244,10
2245,4
2246,1
2247,9
2248,5
2249,1
2250,1
2251,12
2252,6
2253,9
2254,11
2255,4
2256,4
2257,3
2258,2
2259,3
2260,7
2261,5
2262,11
2263,3
2264,5
2265,5
2266,4
2267,6
2268,1
2269,4
2270,1
2271,2
2272,3
2273,5
2274,15
2275,5
2276,7
2277,4
2278,5
2279,1
2280,1
2281,2
2282,3
2283,1
2284,1
2285,2
2286,18
2287,2
2288,3
2289,1
2290,5
2291,2
2292,1
2293,4
2294,1
2295,1
2296,1
2297,1
2298,1
2299,2
2300,8
2301,4
2302,4
2303,2
2304,13
2305,3
2306,1
2307,5
2308,1
2309,2
2310,4
2311,10
2312,3
2313,6
2314,25
2315,1
2316,2
2317,3
2318,3
2319,3
2320,12
2321,6
2322,5
2323,2
2324,9
2325,16
2326,9
2327,1
2328,5
2329,1
2330,1
2331,1
2332,5
2333,6
2334,1
2335,2
2336,3
2337,2
2338,1
2339,3
2340,7
2341,1
2342,1
2343,2
2344,14
2345,6
2346,6
2347,2
2348,5
2349,1
2350,5
2351,12
2352,5
2353,10
2354,6
2355,1
2356,12
2357,1
2358,4
2359,1
2360,1
2361,3
2362,2
2363,3
2364,4
2365,1
2366,1
2367,4
2368,2
2369,7
2370,5
2371,9
2372,6
2373,3
2374,6
2375,2
2376,2
2377,8
2378,3
2379,8
2380,9
2381,10
2382,12
2383,3
2384,2
2385,4
2386,2
2387,5
2388,6
2389,6
2390,2
2391,1
2392,3
2393,1
2394,11
2395,2
2396,1
2397,1
2398,5
2399,5
2400,2
2401,1
2402,3
2403,2
2404,6
2405,5
2406,2
2407,1
2408,22
2409,3
2410,6
2411,1
2412,3
2413,1
2414,4
2415,17
2416,2
2417,1
2418,1
2419,2
2420,1
2421,1
2422,7
2423,3
2424,2
2425,12
2426,1
2427,16
2428,2
2429,11
2430,5
2431,9
2432,21
2433,2
2434,16
2435,2
2436,2
2437,2
2438,4
2439,1
2440,4
2441,4
2442,7
2443,9
2444,3
2445,2
2446,2
2447,1
2448,1
2449,2
2450,2
2451,17
2452,4
2453,2
2454,4
2455,1
2456,3
2457,5
2458,3
2459,3
2460,25
2461,11
2462,5
2463,4
2464,5
2465,1
2466,3
2467,1
2468,3
2469,4
2470,1
2471,17
2472,12
2473,6
2474,4
2475,10
2476,1
2477,8
2478,1
2479,8
2480,2
2481,10
2482,14
2483,1
2484,3
2485,20
2486,3
2487,10
2488,4
2489,2
2490,2
2491,1
2492,7
2493,2
2494,4
2495,3
2496,4
2497,10
2498,20
2499,3
2500,9
2501,7
2502,4
2503,16
2504,1
2505,1
2506,10
2507,3
2508,9
2509,11
2510,1
2511,11
2512,3
2513,4
2514,5
2515,13
2516,1
2517,3
2518,6
2519,6
2520,6
2521,1
2522,2
2523,2
2524,8
2525,2
2526,1
2527,16
2528,1
2529,31
2530,6
2531,9
2532,2
2533,1
2534,7
2535,9
2536,7
2537,1
2538,7
2539,7
2540,5
2541,7
2542,9
2543,5
2544,1
2545,3
2546,1
2547,3
2548,3
2549,1
2550,2
2551,1
2552,8
2553,15
2554,1
2555,16
2556,4
2557,2
2558,1
2559,3
2560,8
2561,6
2562,1
2563,1
2564,3
2565,2
2566,1
2567,2
2568,8
2569,13
2570,3
2571,12
2572,2
2573,3
2574,1
2575,5
2576,19
2577,5
2578,2
2579,5
2580,1
2581,11
2582,3
2583,3
2584,4
2585,5
2586,1
2587,6
2588,1
2589,6
2590,9
2591,8
2592,4
2593,4
2594,1
2595,7
2596,2
2597,3
2598,2
2599,1
2600,5
2601,1
2602,7
2603,2
2604,1
2605,4
2606,1
2607,2
2608,6
2609,1
2610,9
2611,1
2612,1
2613,7
2614,2
2615,1
2616,2
2617,2
2618,9
2619,2
2620,8
2621,11
2622,3
2623,12
2624,2
2625,17
2626,1
2627,6
2628,3
2629,2
2630,5
2631,6
2632,1
2633,1
2634,6
2635,5
2636,17
2637,7
2638,15
2639,6
2640,2
2641,1
2642,8
2643,5
2644,1
2645,2
2646,16
2647,3
2648,3
2649,3
2650,1
2651,2
2652,2
2653,1
2654,7
2655,3
2656,9
2657,9
2658,1
2659,5
2660,3
2661,11
2662,1
2663,6
2664,5
2665,2
2666,1
2667,5
2668,7
2669,2
2670,5
2671,3
2672,6
2673,1
2674,11
2675,2
2676,2
2677,1
2678,1
2679,4
2680,2
2681,9
2682,1
2683,2
2684,2
2685,1
2686,1
2687,3
2688,3
2689,3
2690,4
2691,5
2692,1
2693,3
2694,17
2695,4
2696,6
2697,2
2698,7
2699,7
2700,4
2701,19
2702,1
2703,1
2704,7
2705,8
2706,1
2707,2
2708,1
2709,2
2710,7
2711,4
2712,2
2713,2
2714,1
2715,2
2716,5
2717,18
2718,9
2719,1
2720,11
2721,8
2722,8
2723,3
2724,3
2725,2
2726,1
2727,1
2728,1
2729,3
2730,7
2731,3
2732,1
2733,16
2734,14
2735,8
2736,24
2737,4
2738,16
2739,1
2740,2
2741,1
2742,1
2743,1
2744,5
2745,8
2746,4
2747,1
2748,8
2749,5
2750,2
2751,6
2752,2
2753,2
2754,12
2755,2
2756,3
2757,11
2758,6
2759,1
2760,1
2761,1
2762,5
2763,3
2764,1
2765,16
2766,4
2767,1
2768,3
2769,6
2770,1
2771,2
2772,8
2773,3
2774,4
2775,3
2776,1
2777,1
2778,3
2779,1
2780,1
2781,9
2782,20
2783,8
2784,10
2785,1
2786,16
2787,1
2788,15
2789,26
2790,6
2791,20
2792,4
2793,2
2794,3
2795,5
2796,1
2797,5
2798,20
2799,1
2800,8
2801,12
2802,14
2803,16
2804,4
2805,19
2806,7
2807,1
2808,3
2809,6
2810,1
2811,5
2812,5
2813,1
2814,4
2815,7
2816,3
2817,1
2818,1
2819,2
2820,13
2821,1
2822,5
2823,1
2824,2
2825,9
2826,7
2827,1
2828,3
2829,1
2830,3
2831,5
2832,1
2833,2
2834,3
2835,13
2836,25
2837,1
2838,7
2839,2
2840,2
2841,7
2842,13
2843,15
2844,4
2845,2
2846,8
2847,1
2848,4
2849,2
2850,5
2851,1
2852,1
2853,13
2854,1
2855,4
2856,1
2857,1
2858,1
2859,1
2860,10
2861,2
2862,15
2863,4
2864,3
2865,4
2866,4
2867,7
2868,2
2869,2
2870,11
2871,15
2872,11
2873,3
2874,8
2875,3
2876,3
2877,1
2878,4
2879,1
2880,2
2881,10
2882,1
2883,1
2884,1
2885,14
2886,4
2887,3
2888,8
2889,9
2890,2
2891,6
2892,7
2893,5
2894,1
2895,10
2896,4
2897,2
2898,3
2899,1
2900,1
2901,7
2902,1
2903,3
2904,4
2905,1
2906,18
2907,1
2908,2
2909,2
2910,1
2911,1
2912,7
2913,17
2914,1
2915,5
2916,7
2917,9
2918,3
2919,2
2920,2
2921,6
2922,8
2923,1
2924,2
2925,12
2926,8
2927,21
2928,7
2929,2
2930,4
2931,5
2932,1
2933,4
2934,6
2935,1
2936,8
2937,4
2938,15
2939,1
2940,2
2941,5
2942,2
2943,6
2944,7
2945,1
2946,4
2947,4
2948,2
2949,14
2950,9
2951,6
2952,6
2953,3
2954,13
2955,6
2956,7
2957,10
2958,2
2959,8
2960,1
2961,2
2962,2
2963,19
2964,10
2965,6
2966,6
2967,4
2968,15
2969,3
2970,2
2971,1
2972,8
2973,7
2974,2
2975,1
2976,9
2977,1
2978,6
2979,18
2980,3
2981,1
2982,6
2983,8
2984,4
2985,17
2986,1
2987,4
2988,6
2989,10
2990,1
2991,8
2992,4
2993,3
